,Kingdom,Phylum,Class,Order,Family,Genus,Species
SEQ774,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ782,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ783,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ788,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ794,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ799,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ800,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ803,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ805,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ809,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ811,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ814,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ815,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ817,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ819,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ829,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ831,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ838,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ860,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ864,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ867,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ868,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ873,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ876,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ881,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ884,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ887,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ888,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ890,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ894,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ897,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ900,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ903,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ905,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ907,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ908,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ911,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ92,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ922,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ926,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ928,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ938,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ939,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ94,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ944,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ946,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ948,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ949,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ953,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ960,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ961,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ962,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ964,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ965,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ968,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ971,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ974,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ977,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ981,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ982,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ985,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ987,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ99,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ990,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ996,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ812,kingdom,phylum,class,order,family,genus,species
SEQ1198,kingdom,phylum,class,order,family,genus,species
SEQ796,kingdom,phylum,class,order,family,undetermined,undetermined
SEQ234,kingdom,phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ104,kingdom,phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ455,kingdom,phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ924,kingdom,phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ364,kingdom,phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ152,kingdom,phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ446,kingdom,phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ984,kingdom,phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ342,kingdom,phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ281,kingdom,phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ835,kingdom,phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ784,kingdom,phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ1173,kingdom,phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ605,kingdom,phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ576,unknown_superorder,unknown_superfamily,undetermined,undetermined,undetermined,undetermined,undetermined
